Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Primary Use Encoded,cluster_kmeans,cluster_hierarchical,cluster_dbscan,cluster_gmm,cluster_spectral
41,0,0,6,0,3.8,12.5,196.3,176,4.1,8590,1.8,0,412,0,0,1,0,0,0,0
16,1,9,3,0,5,13.9,53.4,176,2.7,9375,3.6,3.3,1481,3,3,1,0,0,0,0
45,2,0,4,0,11.2,29.5,224.6,10,2.8,724,7,1,1594,2,2,3,0,0,0,0
55,0,8,5,0,6.2,36.3,267,162,2,9160,1.1,0.2,229,1,1,0,0,0,0,0
16,0,2,6,0,3,3.4,112.8,12,4.3,2467,1.8,0.7,405,1,1,1,0,0,0,0
15,0,0,6,0,8.4,8.1,42.5,43,1.2,5060,1.5,3.3,861,4,4,0,0,0,0,0
20,2,0,2,0,10.3,26.7,210.1,62,2.9,9114,7.7,2.6,525,1,1,3,0,0,0,0
26,1,2,9,0,1.6,39.1,59,180,0.7,5460,4.5,3.4,1763,1,1,1,0,0,0,0
56,1,6,6,0,3.7,20.6,69.5,72,4.4,1368,6.5,3.1,1591,3,3,1,0,0,0,0
37,2,7,1,0,11.6,18.9,155.4,76,1.6,5070,7.8,1,122,2,2,3,0,0,0,0
52,1,2,6,0,8.9,17.6,52.8,111,1.1,1871,7.2,1.9,1430,2,2,0,0,0,0,0
22,0,4,4,0,5.1,20.7,53.3,129,1.6,3021,1.5,4.9,747,2,2,1,0,0,0,0
24,0,7,7,0,1.5,32.2,90,179,5.4,4334,2.7,3.8,860,3,3,1,0,0,0,0
48,2,8,9,0,5.5,49,252.3,200,2.4,6742,7.4,2.7,831,0,0,3,0,0,0,0
29,1,8,4,0,8.4,36.9,38.7,57,2,2213,6.8,3.6,1612,0,0,0,0,0,0,0
35,0,6,9,0,8,9.8,13.8,34,2.6,8513,2.5,3.8,149,0,0,0,0,0,0,0
52,2,6,9,0,8.6,46.9,120.6,153,1,7351,2.4,2,1682,1,1,3,0,0,0,0
37,0,7,6,0,4.3,15.8,31.1,42,2.5,4689,1.4,2.3,656,1,1,1,0,0,0,0
60,1,7,3,0,7.3,28.7,78.6,52,1.9,6252,6.6,0.7,755,2,2,0,0,0,0,0
46,1,2,8,0,5.6,15.9,277.9,84,3,3035,6.6,2.1,1825,2,2,1,0,0,0,0
42,2,3,6,0,1.2,20.3,279.9,177,5,5897,7.7,1,326,2,2,3,0,0,0,0
35,1,1,3,0,9.3,15,226.3,32,3.9,966,2.9,2.5,1299,2,2,0,0,0,0,0
20,0,8,3,0,7.7,31.8,38.1,136,2.8,940,5.8,3.8,1483,2,2,0,0,0,0,0
50,0,2,3,0,8.9,36.7,255.5,88,3.4,5112,6.9,4.6,653,4,4,0,0,0,0,0
32,0,9,3,0,11.4,19.5,82.7,188,3.3,1143,3.1,1.6,1741,3,3,0,0,0,0,0
30,2,5,6,0,10.7,17.2,151.2,113,5.8,9097,4.4,3.4,1475,1,1,3,0,0,0,0
15,1,9,6,0,1.8,15.6,178.1,84,3,4030,3.5,3.3,256,0,0,1,0,0,0,0
25,0,2,8,0,9.3,17.5,47.8,18,5,688,2.7,1.9,315,1,1,0,0,0,0,0
37,0,8,4,0,2.6,10,84,88,0.8,4870,6.7,3.3,1567,0,0,1,0,0,0,0
51,0,5,4,0,8.3,27.2,218.7,136,4.3,6890,5.1,0.3,289,1,1,0,0,0,0,0
35,2,8,7,0,2.1,6.2,252.9,20,2.8,3675,2.5,2.2,831,0,0,3,0,0,0,0
40,0,6,6,0,3,26.9,267.7,99,1,3318,5.8,2,1970,3,3,1,0,0,0,0
42,2,1,1,0,10.3,48.9,90.5,78,1,2561,0.9,1.4,179,1,1,3,0,0,0,0
25,1,4,4,0,8.2,44.1,73.5,130,1.4,9618,2.9,0.2,453,1,1,0,0,0,0,0
52,0,0,0,1,9.2,29.4,70.8,174,5.5,5250,1.7,1.6,1108,2,2,2,1,1,1,1
35,1,8,5,0,10.4,34.4,75.8,149,4.4,1610,2.2,2,1962,3,3,0,0,0,0,0
30,0,2,5,0,1.8,30.1,7.7,189,2.6,853,3.7,3.8,619,3,3,1,0,0,0,0
32,2,4,0,1,1.9,22.4,163.2,47,5.3,3500,3.4,2.8,772,1,1,2,1,1,1,1
37,2,7,2,0,10.8,7.2,223.7,193,1.2,446,6.8,4,1237,1,1,3,0,0,0,0
27,2,4,4,0,11.4,14.3,173.7,95,5.7,2098,4.8,4.4,957,2,2,3,0,0,0,0
42,0,1,4,0,2.8,33.7,207,24,4.2,6770,5.2,0.8,1026,1,1,1,0,0,0,0
27,2,7,9,0,11,1.8,42.5,171,2.7,7572,1.5,1.9,1802,2,2,3,0,0,0,0
54,0,4,7,0,1.1,40,289.4,75,4.2,1410,1.1,2.5,944,4,4,1,0,0,0,0
52,1,8,4,0,9.3,34.3,19.9,116,3.2,7422,2.8,0.8,1427,3,3,0,0,0,0,0
28,1,2,6,0,7.8,14.7,121.7,149,1.1,8351,7.8,0.6,1936,3,3,0,0,0,0,0
22,0,9,2,0,8.1,12,276.9,137,5,9475,5.5,2.6,967,2,2,0,0,0,0,0
21,1,7,3,0,1.9,10.5,220.8,83,1.4,6514,5.4,1,1558,3,3,1,0,0,0,0
30,1,3,7,0,2.1,23.4,188.5,148,3,7081,4.4,0.2,1481,3,3,1,0,0,0,0
33,0,2,3,0,10.1,30.9,184.3,144,0.9,4382,3.4,1.3,1966,0,0,0,0,0,0,0
41,2,5,3,0,2.3,24.8,88.5,193,4.2,9226,3.5,3.7,142,2,2,3,0,0,0,0
54,0,0,1,0,10.8,31,106.4,25,4.3,2520,4,4.5,1198,3,3,0,0,0,0,0
32,0,3,2,0,11.1,41.3,126.4,122,2.4,1876,1.2,0.5,1980,4,4,0,0,0,0,0
54,1,4,0,1,1.4,29.7,205.1,167,1.6,9991,1.6,4.4,267,2,2,2,1,1,1,1
41,2,7,9,0,1.1,23.5,179.1,57,4.9,9825,6.6,0.9,1836,4,4,3,0,0,0,0
43,0,0,5,0,7.4,16.9,204.3,47,0.9,9706,7.5,0.1,1494,3,3,0,0,0,0,0
36,2,1,0,1,3.8,4.1,104.7,62,5.1,242,3.9,3.9,1041,3,3,2,1,1,1,1
20,0,3,0,1,2.3,22.7,288.6,180,1.7,6400,1,1.9,1560,1,1,2,1,1,1,1
57,1,5,9,0,8.7,20.7,163.1,46,5.1,7601,4.7,0.1,288,3,3,0,0,0,0,0
29,0,0,3,0,11.7,5.3,159.1,19,3.9,2053,2.1,2.5,1161,1,1,0,0,0,0,0
48,0,9,3,0,6.4,48.7,198.8,147,4.7,193,6.2,4.2,1055,3,3,1,0,0,0,0
16,1,0,5,0,7,37.8,180.1,27,4.4,2635,6.5,0.1,1489,2,2,1,0,0,0,0
34,0,8,9,0,8.4,10.8,152.1,96,4.7,6602,7.2,4.2,1090,4,4,0,0,0,0,0
21,0,3,4,0,5,9.8,264.6,27,5.5,9222,1.6,4.1,1268,1,1,1,0,0,0,0
50,2,2,9,0,7,32.5,262.3,157,2.8,6576,4.2,2.7,570,2,2,3,0,0,0,0
23,0,5,6,0,11.4,31.2,229,167,3.1,8019,7,1.1,1360,1,1,0,0,0,0,0
17,0,0,9,0,2.7,46.5,114.3,91,5.2,7500,3.8,2.8,1952,1,1,1,0,0,0,0
23,1,0,7,0,3.2,33.7,17.4,177,5.5,4975,3.4,0.5,748,3,3,1,0,0,0,0
25,0,2,7,0,3.2,2.5,265.5,184,5.8,7675,3.6,4.3,1379,4,4,1,0,0,0,0
37,0,9,2,0,9.4,6.7,238.9,65,3.2,1410,3.9,2.7,876,2,2,0,0,0,0,0
28,2,5,8,0,2.1,41.2,293.6,58,3.9,6549,1.8,1.6,1300,2,2,3,0,0,0,0
32,0,7,0,1,1.3,37.9,150.9,43,5.2,8582,0.9,3,1703,3,3,2,1,1,1,1
36,1,8,9,0,1.9,7.4,41.4,80,5.2,1638,5.5,4.2,701,4,4,1,0,0,0,0
29,0,5,9,0,3.6,40.8,247.3,109,1.8,717,6.5,3.4,994,2,2,1,0,0,0,0
29,1,3,6,0,1.3,9.2,22.6,187,2.6,4915,3.1,3.4,1544,2,2,1,0,0,0,0
20,2,9,6,0,7.8,28.1,52.8,108,0.7,8326,7.1,2.1,768,0,0,3,0,0,0,0
40,0,5,6,0,1.6,42.7,29.6,180,2.8,3094,4.1,1.2,430,4,4,1,0,0,0,0
28,2,7,5,0,4.5,32.4,201.4,142,0.8,325,6.4,0.5,1431,2,2,3,0,0,0,0
43,2,3,6,0,6.8,45.1,289.1,146,3.6,5221,6.3,0.7,1247,1,1,3,0,0,0,0
59,1,3,4,0,11.2,28.2,278.2,56,1.4,850,0.8,2.1,1683,2,2,0,0,0,0,0
40,1,7,9,0,11.9,7.7,137.1,72,2.9,5081,3.1,0,769,0,0,0,0,0,0,0
53,1,9,2,0,11.2,34.3,223.4,185,5.6,150,3.4,1.4,1558,0,0,0,0,0,0,0
30,1,0,2,0,3.8,28.4,63.4,72,3.3,3069,1.5,4.5,1107,4,4,1,0,0,0,0
53,0,1,6,0,6.5,10.4,235.1,81,5.8,5201,7.8,2.8,307,4,4,1,0,0,0,0
22,0,0,7,0,4.9,7.4,34.3,108,4.1,241,0.7,4.4,1271,1,1,1,0,0,0,0
27,1,5,8,0,8.2,1.2,276.3,179,5.7,9115,3.7,1.2,698,0,0,0,0,0,0,0
34,2,6,2,0,3.8,43.3,226.9,31,4.5,5675,0.5,4.3,1277,0,0,3,0,0,0,0
32,2,8,0,1,6.1,44,177.9,85,2.9,1038,7.8,1.5,1742,1,1,2,1,1,1,1
59,0,8,2,0,5.1,13.7,34,98,3.3,3672,1.2,4.6,1516,0,0,1,0,0,0,0
54,2,1,4,0,7.2,32.8,129.6,119,2.8,4180,2.6,0.5,616,2,2,3,0,0,0,0
57,1,0,8,0,8.2,9.6,216.8,20,5.5,9694,6.8,3.7,492,3,3,0,0,0,0,0
28,1,7,3,0,10.5,20.5,180.5,59,2.2,3567,5.5,1.4,933,1,1,0,0,0,0,0
45,2,3,3,0,7.5,19.9,110,122,1.9,7542,4,4.9,1811,4,4,3,0,0,0,0
53,1,8,6,0,6,15.5,6.3,116,3.5,8709,2.7,3.1,1337,3,3,1,0,0,0,0
48,2,7,0,1,7.8,42.2,256.9,35,4.4,2609,7.4,2.4,474,4,4,2,1,1,1,1
38,0,1,6,0,3.6,13.9,254.4,30,3.6,9760,3.1,1,1837,3,3,1,0,0,0,0
45,1,4,8,0,11.7,43.6,10,100,5.1,8291,4.5,1.4,1132,4,4,0,0,0,0,0
47,1,8,5,0,10.1,29.5,269.2,116,4.5,3320,1.2,4.9,781,2,2,0,0,0,0,0
23,0,6,3,0,5.7,27.5,43.4,114,5.3,4125,7.8,2.1,1745,0,0,1,0,0,0,0
25,1,3,2,0,9.6,41.7,65.6,76,2.9,1179,7.3,2.2,1078,4,4,0,0,0,0,0
59,0,2,5,0,8.4,37.4,96.4,186,2.1,9953,2.9,0.1,1172,3,3,0,0,0,0,0
45,2,2,0,1,3.3,36.7,99.3,127,4.5,5693,6.3,0.3,1667,2,2,2,1,1,1,1
37,2,4,2,0,7,23.7,211.7,53,1.8,6360,7,4.7,1901,2,2,3,0,0,0,0
17,2,4,8,0,4,4.6,140.5,74,1,3552,2.5,4.2,926,3,3,3,0,0,0,0
49,0,2,5,0,4.2,45.2,164.1,159,2.9,1401,0.8,1.8,705,0,0,1,0,0,0,0
24,0,0,5,0,10.2,43.9,194.7,109,3.7,1342,4.3,3.9,1227,4,4,0,0,0,0,0
35,0,6,1,0,5.1,41.6,30.4,47,2.1,5953,6.3,0.9,820,2,2,1,0,0,0,0
53,1,1,2,0,11,40.1,246.3,27,3.8,8098,7.8,4.3,1498,2,2,0,0,0,0,0
15,1,1,0,1,4.4,21.5,276.3,56,3.2,4821,1.2,2.1,729,3,3,2,1,1,1,1
46,1,1,0,1,6.6,2.1,242.7,28,0.7,5301,7,1.8,699,0,0,2,1,1,1,1
26,0,7,8,0,7.6,11.8,140.7,189,5.8,4752,7.5,3.7,593,2,2,0,0,0,0,0
39,1,9,3,0,2.7,21.2,254.5,109,3.4,7839,5.6,3.2,398,4,4,1,0,0,0,0
39,1,4,8,0,2.5,15.2,84.1,200,1.8,5197,1.9,1.3,968,1,1,1,0,0,0,0
39,2,9,3,0,3,44.2,137.5,154,4.8,5762,2.5,1.9,698,3,3,3,0,0,0,0
30,1,7,8,0,10.8,31,94.4,186,2.3,8345,7,1.7,1133,0,0,0,0,0,0,0
47,2,9,3,0,10.5,27.2,279.2,45,3.1,4343,0.7,1.3,1381,4,4,3,0,0,0,0
52,0,3,2,0,1.2,46.6,117.1,13,2.4,3414,7.5,1.9,854,4,4,1,0,0,0,0
54,0,7,0,1,11.7,18,98.2,42,4.1,850,2.9,4.2,651,2,2,2,1,1,1,1
19,0,6,4,0,8.1,8.2,241.3,104,1.8,8919,0.8,2.2,349,2,2,0,0,0,0,0
38,1,6,9,0,7.9,12.3,292.8,137,4.7,8527,4.5,5,1234,3,3,0,0,0,0,0
17,0,2,7,0,1.2,28.2,104.6,32,3.4,8452,2.5,4.8,1034,2,2,1,0,0,0,0
50,2,9,2,0,1.8,1.6,196.6,29,2.3,4899,0.5,3.9,1271,0,0,3,0,0,0,0
32,0,8,8,0,8,8.3,72.2,53,2,3556,6.4,3.3,667,0,0,0,0,0,0,0
40,0,7,9,0,3.2,16.7,82.9,168,2.2,8873,2.1,0.7,849,2,2,1,0,0,0,0
28,2,4,3,0,7.1,17.1,286.5,102,5.5,1486,5.1,0.7,1409,3,3,3,0,0,0,0
53,1,6,3,0,4.6,14.5,51.7,80,5.8,9291,4.7,3.6,1230,0,0,1,0,0,0,0
16,0,2,2,0,9.8,18.3,8.5,51,2.6,1224,3.8,2.9,509,4,4,0,0,0,0,0
36,2,5,3,0,10.7,46.3,219.7,191,3.8,4460,2.5,0.9,1924,1,1,3,0,0,0,0
34,1,6,8,0,5.9,15.4,95.3,117,3.2,9224,8,0.9,190,4,4,1,0,0,0,0
52,1,8,4,0,2,26.5,45.1,142,1.2,1996,2,1.1,1263,2,2,1,0,0,0,0
35,2,0,7,0,7.9,47.3,59.9,30,3.9,4264,2.1,3.6,1908,3,3,3,0,0,0,0
40,2,1,6,0,10.2,35.2,267.9,16,2.4,6445,2.6,1.7,252,1,1,3,0,0,0,0
45,1,6,2,0,4.7,34.8,244.6,39,1.9,6955,6.1,2.1,392,4,4,1,0,0,0,0
20,2,9,6,0,7.6,34.7,35.3,80,5.3,5193,0.7,1.4,1993,0,0,3,0,0,0,0
15,1,8,6,0,3.7,38.5,233.6,87,4.8,1606,4.2,3.9,1023,4,4,1,0,0,0,0
49,2,6,2,0,8,28.9,38.2,49,3.8,4103,0.7,1.4,788,2,2,3,0,0,0,0
56,1,1,4,0,2.6,23,209.2,20,3.2,5067,6.8,3.8,935,3,3,1,0,0,0,0
23,0,6,1,0,6.8,3.2,15.1,123,5.7,4733,2.6,2.1,1892,4,4,0,0,0,0,0
25,1,1,2,0,8.6,24.7,281.4,52,0.7,3995,4.8,3.6,1165,3,3,0,0,0,0,0
34,0,3,8,0,11.7,3.8,175.6,90,2,8302,3,1,522,2,2,0,0,0,0,0
18,2,5,2,0,11.6,26.9,154.1,165,1,4848,0.5,3,625,2,2,3,0,0,0,0
55,2,6,6,0,4.9,34.1,71.8,138,3.4,9082,3.3,1.5,916,0,0,3,0,0,0,0
57,0,4,9,0,9.3,45,294.1,123,1.8,5509,3.5,2.6,961,3,3,0,0,0,0,0
39,1,9,6,0,2.5,1.3,115.7,21,1.3,8256,4.8,1,1610,1,1,1,0,0,0,0
20,2,5,9,0,5.9,32,198.9,149,2.3,5444,7.8,0.4,1726,3,3,3,0,0,0,0
41,1,9,0,1,8,6.3,111.4,162,2.2,9535,2.8,0.2,504,0,0,2,1,1,1,1
46,2,9,6,0,8.8,42.3,82.7,92,4.2,4680,3.7,2.1,1870,2,2,3,0,0,0,0
38,1,9,3,0,4,49.3,271.4,191,3.9,3375,4.3,0.3,909,3,3,1,0,0,0,0
54,2,1,2,0,8,45.3,214.2,197,4,8257,5.4,3.9,1545,0,0,3,0,0,0,0
38,2,1,4,0,11.9,4.2,22.7,35,3.5,978,6,2.4,1801,0,0,3,0,0,0,0
42,2,2,4,0,1.3,4.5,228.7,129,0.9,7482,6.6,2,237,3,3,3,0,0,0,0
52,1,4,8,0,5.3,26,101.6,81,5.7,6714,7.6,4.6,279,0,0,1,0,0,0,0
19,2,2,7,0,3.3,33.8,217.3,89,3.7,3658,5.3,3.5,1445,4,4,3,0,0,0,0
23,2,0,5,0,5.1,14.9,156,158,1.2,3095,5.8,1.1,1562,0,0,3,0,0,0,0
28,2,1,4,0,8.3,39.5,159.5,185,1.2,5558,4.6,0.1,1867,0,0,3,0,0,0,0
22,2,5,3,0,5.2,30.9,13.6,170,1.7,4312,6,2.2,331,4,4,3,0,0,0,0
39,2,1,6,0,7.8,30.6,135.2,45,1.5,8894,4.1,4.5,716,3,3,3,0,0,0,0
33,0,9,8,0,9.7,46.2,21.5,49,4.9,8137,6,0.3,1513,2,2,0,0,0,0,0
47,0,2,3,0,11.6,36.5,144.4,51,5.1,8892,2.3,2.2,1083,2,2,0,0,0,0,0
41,1,8,8,0,9,6.4,154.6,66,5,8263,1.9,4,1943,0,0,0,0,0,0,0
56,0,2,8,0,3.5,35.2,146.9,196,2,7427,4.4,0,911,4,4,1,0,0,0,0
18,1,4,3,0,8.1,27.4,41.1,55,1.5,6570,4,2.3,1848,1,1,0,0,0,0,0
50,2,0,4,0,7.2,34.7,240.6,34,1.2,5128,5,0.7,541,2,2,3,0,0,0,0
35,2,3,4,0,3.6,2.9,89.2,102,5.9,6392,7.8,2.9,182,4,4,3,0,0,0,0
40,1,2,0,1,6.3,1.6,284.5,187,1.9,8107,6.8,2.8,417,0,0,2,1,1,1,1
60,2,8,5,0,1.9,15.8,279.3,63,3,6962,3,3.6,1726,1,1,3,0,0,0,0
33,1,1,6,0,3.6,33.9,125.8,149,5.1,7178,3.9,0.2,1305,3,3,1,0,0,0,0
59,1,4,1,0,2.8,46.4,23.1,119,2,7216,5.3,2.5,767,2,2,1,0,0,0,0
23,2,9,5,0,2,41.3,219.9,146,1.6,3550,5.9,3.6,122,0,0,3,0,0,0,0
36,2,7,8,0,7.8,42.8,98.8,106,2.7,2699,5.1,1.7,1461,2,2,3,0,0,0,0
16,1,4,5,0,10.9,21.2,98.7,74,2.7,8488,5.8,3.9,1696,0,0,0,0,0,0,0
48,2,2,8,0,4.7,3.8,269.9,166,2.1,3129,5.2,1.9,1555,3,3,3,0,0,0,0
33,0,0,1,0,6.9,43.9,109.3,16,2.7,5557,5.7,1.9,366,4,4,1,0,0,0,0
47,0,3,9,0,10.7,15,178.4,182,5.1,4553,0.6,3.9,1393,3,3,0,0,0,0,0
53,1,8,3,0,11.6,24.7,187,35,3.8,6735,4.6,4.4,191,0,0,0,0,0,0,0
57,0,3,3,0,4.2,46.3,96.5,126,1.3,4505,3.9,4.8,517,1,1,1,0,0,0,0
16,1,4,3,0,4.5,30.1,124.9,186,4.7,1767,3.6,4.8,1580,2,2,1,0,0,0,0
34,2,9,6,0,4.2,44.8,122.6,84,6,220,5.3,4.6,107,3,3,3,0,0,0,0
19,0,1,9,0,2.9,13.1,282.7,175,2.9,7688,3.3,0.8,476,3,3,1,0,0,0,0
35,2,3,8,0,10.1,39.8,30.7,74,2.1,4761,1.5,1.1,1350,1,1,3,0,0,0,0
28,1,3,6,0,8.1,49.9,23,42,0.9,8012,4.8,0.7,1036,1,1,0,0,0,0,0
28,2,8,8,0,11.2,48.2,128.9,59,3.9,6876,0.7,4.7,522,0,0,3,0,0,0,0
52,1,4,9,0,11.1,42.6,218.2,135,3.5,8562,2.2,3.1,870,0,0,0,0,0,0,0
60,1,9,7,0,10.2,10.9,232.1,60,5.7,1739,1.6,1.8,796,4,4,0,0,0,0,0
20,1,7,5,0,11.1,17.4,250.1,52,1.5,2828,2.2,1.9,974,3,3,0,0,0,0,0
19,1,5,4,0,1.6,12,132.1,24,3.3,5674,3,4,1413,2,2,1,0,0,0,0
40,2,7,7,0,2.1,45.4,208.6,72,2.8,1434,2.9,1.4,1198,1,1,3,0,0,0,0
44,1,4,1,0,7.7,9.2,35.9,62,1.1,944,1.8,0.9,932,3,3,0,0,0,0,0
40,0,9,7,0,3.8,3.5,53,137,5.3,3190,5,5,633,3,3,1,0,0,0,0
35,0,5,9,0,5.8,2.8,139.4,140,1.9,6261,5.9,0,1756,4,4,1,0,0,0,0
16,2,2,6,0,9.1,4.5,177.6,87,4.2,3576,7.3,3.2,719,1,1,3,0,0,0,0
37,1,7,1,0,6.9,42.4,113.2,43,4.4,8138,4.4,2.6,1728,2,2,0,0,0,0,0
56,0,1,6,0,8.1,28.7,188.6,91,5.8,3660,3.7,0.2,1061,4,4,0,0,0,0,0
49,0,6,0,1,2.6,45.1,144.9,16,1,7411,4.5,4.3,979,3,3,2,1,1,1,1
44,1,3,5,0,3,43.6,152.5,109,4.6,2216,5.9,3.7,481,4,4,1,0,0,0,0
51,0,7,0,1,5.5,48.5,197.5,72,5.5,6523,4.8,4.7,1825,1,1,2,1,1,1,1
54,0,9,4,0,8.2,5,163.1,46,3.1,7268,1.1,2.7,1687,3,3,0,0,0,0,0
49,2,3,7,0,10.6,24,226.2,81,1.6,1106,7.8,2.4,194,2,2,3,0,0,0,0
48,1,2,2,0,9,18.7,102.2,196,1.3,9668,0.6,2.6,820,0,0,0,0,0,0,0
48,0,0,6,0,3.3,26.2,293.9,57,5.1,4736,1.9,4,263,2,2,1,0,0,0,0
55,1,2,6,0,8.3,37.3,134.1,81,2.9,9213,1.4,0,1399,0,0,0,0,0,0,0
53,0,8,2,0,8.6,27.1,28.4,31,4.8,7957,5.6,2.1,1141,2,2,0,0,0,0,0
51,2,8,3,0,8,35.9,110.6,102,4.3,7166,2.2,2.1,821,1,1,3,0,0,0,0
19,2,4,1,0,3,15.7,80.3,170,0.9,1507,6.6,3.3,873,3,3,3,0,0,0,0
55,0,0,1,0,1.1,6.1,20.6,123,1.5,2296,3.5,0.7,535,3,3,1,0,0,0,0
44,1,0,8,0,3.8,49,132.9,174,1.4,3683,4.6,0.2,1946,2,2,1,0,0,0,0
24,2,9,6,0,9.9,49.2,113.7,147,3.5,6761,7.9,2.7,781,4,4,3,0,0,0,0
50,0,2,6,0,1.7,10.6,19.7,100,2.6,6512,5.4,2.6,288,2,2,1,0,0,0,0
38,1,9,6,0,1.1,9.1,217.8,20,5.5,6782,4.8,4,868,2,2,1,0,0,0,0
34,2,4,8,0,8,20.6,76.8,116,5.2,3440,0.8,3.6,1930,4,4,3,0,0,0,0
53,0,3,0,1,6.3,41.5,255.8,133,2.6,2357,4.3,4.3,119,0,0,2,1,1,1,1
31,0,9,6,0,11.5,43.9,151.5,101,0.5,6679,7.6,3.9,663,2,2,0,0,0,0,0
23,0,3,0,1,8,15.8,65.5,89,4.6,6692,0.8,1,904,4,4,2,1,1,1,1
32,2,3,0,1,8.2,29.3,176.8,152,3.7,840,2.2,3.6,1030,0,0,2,1,1,1,1
44,2,7,2,0,9.1,1.8,60.3,37,3.7,1685,3,2.9,1763,1,1,3,0,0,0,0
43,2,3,3,0,6.1,23.2,256.2,51,2.2,5371,2.4,0.4,1056,2,2,3,0,0,0,0
58,1,2,9,0,1.8,26.2,177.6,32,2.5,8651,1.4,1.6,1987,0,0,1,0,0,0,0
38,2,6,8,0,11.6,25.6,16.2,119,5.1,3236,7.4,1.1,1041,1,1,3,0,0,0,0
46,1,4,2,0,1.5,36.4,260.9,61,0.8,231,2.9,0.4,1430,2,2,1,0,0,0,0
53,2,2,1,0,11.3,17.9,62.9,13,5.7,114,3.5,2.1,648,0,0,3,0,0,0,0
46,2,6,9,0,8.3,42.9,203.7,74,3.1,5787,0.6,3.8,1677,0,0,3,0,0,0,0
41,0,6,9,0,3.3,28.8,28.4,96,3.4,2515,0.9,0.8,700,4,4,1,0,0,0,0
42,0,0,9,0,2.4,46.2,100.2,120,5.1,7955,1.6,4.6,1225,3,3,1,0,0,0,0
52,0,8,8,0,10.4,39.4,298.9,100,2.2,6950,4.3,0.1,251,4,4,0,0,0,0,0
31,0,1,1,0,5.3,38,52.6,85,0.6,7324,5.7,4.5,140,1,1,1,0,0,0,0
44,0,1,5,0,1.8,44,108.4,92,4.7,9678,4.1,0.7,1312,4,4,1,0,0,0,0
33,1,7,1,0,11.8,18.1,116.9,40,1.5,5743,3.4,1.7,326,4,4,0,0,0,0,0
37,0,7,9,0,12,47.7,225.3,98,1.3,359,2.3,2.1,1122,2,2,0,0,0,0,0
40,0,8,7,0,10.3,31.4,148.9,21,0.5,9405,2.9,0.6,1306,3,3,0,0,0,0,0
55,0,2,6,0,11.7,33.9,24.1,78,0.6,865,4.2,0.4,258,2,2,0,0,0,0,0
48,2,1,6,0,8.1,15,267,116,4.6,8176,5.4,3.8,1846,4,4,3,0,0,0,0
38,0,7,6,0,7.3,21,186.3,122,5.7,2796,3.2,2.9,1641,3,3,0,0,0,0,0
51,0,0,9,0,1,43.2,219.7,130,3.3,1558,3.8,4.9,1968,3,3,1,0,0,0,0
58,2,9,1,0,2.9,2.3,239.8,19,2.9,7069,4.8,0.4,1382,0,0,3,0,0,0,0
60,1,2,0,1,1.9,48.8,186.8,146,3.4,4090,7.5,0.2,1445,4,4,2,1,1,1,1
39,0,3,7,0,4,32.8,121.7,155,0.5,9962,2,2.6,250,3,3,1,0,0,0,0
53,1,5,9,0,6.5,45.5,170.1,76,3.3,2446,2.9,2.7,424,0,0,1,0,0,0,0
22,0,0,9,0,6.2,31.4,236.6,46,3.3,1162,7.5,3.3,546,0,0,1,0,0,0,0
60,0,9,5,0,7.8,25.3,299.6,193,1.6,4382,2.9,3.7,1836,2,2,0,0,0,0,0
52,1,2,9,0,11.1,6.4,283,22,4.9,7107,2.5,0.3,851,3,3,0,0,0,0,0
49,2,6,3,0,9.3,2.2,121.1,70,2.6,8445,7.2,2.9,985,4,4,3,0,0,0,0
40,0,1,2,0,1.7,10.8,129.8,75,2.1,9847,8,0.3,258,2,2,1,0,0,0,0
33,1,4,9,0,11.3,41.2,59.6,151,4.2,1146,7.6,4.5,1005,3,3,0,0,0,0,0
28,1,3,1,0,3.2,18.9,215,108,4.9,9498,5.8,0.2,520,2,2,1,0,0,0,0
15,2,5,5,0,9.1,22.9,198.6,178,4.6,2773,2.2,0.8,540,1,1,3,0,0,0,0
59,2,0,1,0,11.1,37.4,12.5,131,3.2,4437,5.4,0.4,401,2,2,3,0,0,0,0
33,1,8,5,0,9.1,8.6,282,178,4.4,4557,1.4,3.8,1547,2,2,0,0,0,0,0
28,2,5,0,1,5.7,1.2,39.3,171,5,9186,6.8,3.2,1308,1,1,2,1,1,1,1
32,0,8,9,0,1.7,11.2,161.3,72,1.7,9601,1.3,0.4,455,1,1,1,0,0,0,0
18,0,2,0,1,4.8,48.3,78.3,50,4.7,8922,2.8,2.4,1366,2,2,2,1,1,1,1
37,0,1,6,0,2,27.1,19.4,181,1.8,6664,2.2,1.5,382,4,4,1,0,0,0,0
23,0,9,2,0,3.8,12.3,174.3,137,2.6,4237,7.5,4.8,480,4,4,1,0,0,0,0
27,0,5,1,0,10.2,27.3,205.7,40,3.4,4792,5.7,0.5,1539,3,3,0,0,0,0,0
20,2,7,7,0,3.9,47.4,251.4,112,5.4,7496,5.3,3.4,151,3,3,3,0,0,0,0
56,1,4,7,0,8.2,42.3,123.2,171,1.5,779,5.6,3.4,346,3,3,0,0,0,0,0
